date,close,fft_recon,fft_forecast
2022-01-03,178.44314575195312,178.44314575195312,
2022-01-04,176.1784210205078,0.0,
2022-01-05,171.49205017089844,0.0,
2022-01-06,168.62930297851562,0.0,
2022-01-07,168.7959747314453,0.0,
2022-01-10,168.8155975341797,0.0,
2022-01-11,171.64894104003906,0.0,
2022-01-12,172.09010314941406,0.0,
2022-01-13,168.8155975341797,0.0,
2022-01-14,169.67835998535156,0.0,
2022-01-18,166.472412109375,0.0,
2022-01-19,162.97238159179688,0.0,
2022-01-20,161.28607177734375,0.0,
2022-01-21,159.22726440429688,0.0,
2022-01-24,158.45269775390625,0.0,
2022-01-25,156.64878845214844,0.0,
2022-01-26,156.56053161621094,0.0,
2022-01-27,156.09974670410156,0.0,
2022-01-28,166.99203491210938,0.0,
2022-01-31,171.35482788085938,0.0,
2022-02-01,171.18814086914062,0.0,
2022-02-02,172.39405822753906,0.0,
2022-02-03,169.51165771484375,0.0,
2022-02-04,169.2269744873047,0.0,
2022-02-07,168.51036071777344,0.0,
2022-02-08,171.62225341796875,0.0,
2022-02-09,173.04563903808594,0.0,
2022-02-10,168.96194458007812,0.0,
2022-02-11,165.5457763671875,0.0,
2022-02-14,165.7814178466797,0.0,
2022-02-15,169.61961364746094,0.0,
2022-02-16,169.38406372070312,0.0,
2022-02-17,165.7814178466797,0.0,
2022-02-18,164.23037719726562,0.0,
2022-02-22,161.30503845214844,0.0,
2022-02-23,157.13302612304688,0.0,
2022-02-24,159.75404357910156,0.0,
2022-02-25,161.82534790039062,0.0,
2022-02-28,162.09034729003906,0.0,
2022-03-01,160.20562744140625,0.0,
2022-03-02,163.50393676757812,0.0,
2022-03-03,163.1800079345703,0.0,
2022-03-04,160.1761474609375,0.0,
2022-03-07,156.37718200683594,0.0,
2022-03-08,154.55130004882812,0.0,
2022-03-09,159.96017456054688,0.0,
2022-03-10,155.61146545410156,0.0,
2022-03-11,151.89102172851562,0.0,
2022-03-14,147.85643005371094,0.0,
2022-03-15,152.244384765625,0.0,
2022-03-16,156.66184997558594,0.0,
2022-03-17,157.67295837402344,0.0,
2022-03-18,160.9712677001953,0.0,
2022-03-21,162.3456268310547,0.0,
2022-03-22,165.72251892089844,0.0,
2022-03-23,167.08697509765625,0.0,
2022-03-24,170.8761749267578,0.0,
2022-03-25,171.51422119140625,0.0,
2022-03-28,172.37811279296875,0.0,
2022-03-29,175.6764373779297,0.0,
2022-03-30,174.50827026367188,0.0,
2022-03-31,171.40626525878906,0.0,
2022-04-01,171.1117706298828,0.0,
2022-04-04,175.16598510742188,0.0,
2022-04-05,171.84800720214844,0.0,
2022-04-06,168.67726135253906,0.0,
2022-04-07,168.9815673828125,0.0,
2022-04-08,166.9691925048828,0.0,
2022-04-11,162.70883178710938,0.0,
2022-04-12,164.58380126953125,0.0,
2022-04-13,167.2734832763672,0.0,
2022-04-14,162.25726318359375,0.0,
2022-04-18,162.04132080078125,0.0,
2022-04-19,164.32852172851562,0.0,
2022-04-20,164.1616668701172,0.0,
2022-04-21,163.36654663085938,0.0,
2022-04-22,158.8214569091797,0.0,
2022-04-25,159.8914794921875,0.0,
2022-04-26,153.92303466796875,0.0,
2022-04-27,153.69729614257812,0.0,
2022-04-28,160.63754272460938,0.0,
2022-04-29,154.75743103027344,0.0,
2022-05-02,155.061767578125,0.0,
2022-05-03,156.55386352539062,0.0,
2022-05-04,162.973876953125,0.0,
2022-05-05,153.89356994628906,0.0,
2022-05-06,154.62106323242188,0.0,
2022-05-09,149.4893341064453,0.0,
2022-05-10,151.89788818359375,0.0,
2022-05-11,144.02333068847656,0.0,
2022-05-12,140.14993286132812,0.0,
2022-05-13,144.6230010986328,0.0,
2022-05-16,143.07955932617188,0.0,
2022-05-17,146.71701049804688,0.0,
2022-05-18,138.43936157226562,0.0,
2022-05-19,135.0279998779297,0.0,
2022-05-20,135.26394653320312,0.0,
2022-05-23,140.69064331054688,0.0,
2022-05-24,137.9871063232422,0.0,
2022-05-25,138.14439392089844,0.0,
2022-05-26,141.34930419921875,0.0,
2022-05-27,147.1102294921875,0.0,
2022-05-31,146.32376098632812,0.0,
2022-06-01,146.1959686279297,0.0,
2022-06-02,148.65370178222656,0.0,
2022-06-03,142.9222412109375,0.0,
2022-06-06,143.66937255859375,0.0,
2022-06-07,146.1959686279297,0.0,
2022-06-08,145.45863342285156,0.0,
2022-06-09,140.22857666015625,0.0,
2022-06-10,134.8116912841797,0.0,
2022-06-13,129.65049743652344,0.0,
2022-06-14,130.51560974121094,0.0,
2022-06-15,133.14048767089844,0.0,
2022-06-16,127.86124420166016,0.0,
2022-06-17,129.3358917236328,0.0,
2022-06-21,133.572998046875,0.0,
2022-06-22,133.06182861328125,0.0,
2022-06-23,135.93243408203125,0.0,
2022-06-24,139.26515197753906,0.0,
2022-06-27,139.26515197753906,0.0,
2022-06-28,135.116455078125,0.0,
2022-06-29,136.87623596191406,0.0,
2022-06-30,134.4086456298828,0.0,
2022-07-01,136.58131408691406,0.0,
2022-07-05,139.1668243408203,0.0,
2022-07-06,140.5038299560547,0.0,
2022-07-07,143.87582397460938,0.0,
2022-07-08,144.5541534423828,0.0,
2022-07-11,142.42086791992188,0.0,
2022-07-12,143.39414978027344,0.0,
2022-07-13,143.03041076660156,0.0,
2022-07-14,145.9600067138672,0.0,
2022-07-15,147.6312713623047,0.0,
2022-07-18,144.58370971679688,0.0,
2022-07-19,148.44723510742188,0.0,
2022-07-20,150.45274353027344,0.0,
2022-07-21,152.7237091064453,0.0,
2022-07-22,151.48501586914062,0.0,
2022-07-25,150.3642578125,0.0,
2022-07-26,149.03709411621094,0.0,
2022-07-27,154.1393585205078,0.0,
2022-07-28,154.68991088867188,0.0,
2022-07-29,159.7626495361328,0.0,
2022-08-01,158.77955627441406,0.0,
2022-08-02,157.30491638183594,0.0,
2022-08-03,163.3214569091797,0.0,
2022-08-04,163.0068817138672,0.0,
2022-08-05,162.78045654296875,0.0,
2022-08-08,162.30787658691406,0.0,
2022-08-09,162.3571014404297,0.0,
2022-08-10,166.60997009277344,0.0,
2022-08-11,165.8716583251953,0.0,
2022-08-12,169.42555236816406,0.0,
2022-08-15,170.49859619140625,0.0,
2022-08-16,170.34107971191406,0.0,
2022-08-17,171.83746337890625,0.0,
2022-08-18,171.4436492919922,0.0,
2022-08-19,168.85458374023438,0.0,
2022-08-22,164.9659423828125,0.0,
2022-08-23,164.6312255859375,0.0,
2022-08-24,164.92654418945312,0.0,
2022-08-25,167.3876953125,0.0,
2022-08-26,161.0773468017578,0.0,
2022-08-29,158.8721466064453,0.0,
2022-08-30,156.44052124023438,0.0,
2022-08-31,154.7767791748047,0.0,
2022-09-01,155.50531005859375,0.0,
2022-09-02,153.388671875,0.0,
2022-09-06,152.1285858154297,0.0,
2022-09-07,153.53634643554688,0.0,
2022-09-08,152.05966186523438,0.0,
2022-09-09,154.92442321777344,0.0,
2022-09-12,160.8902587890625,0.0,
2022-09-13,151.44931030273438,0.0,
2022-09-14,152.89646911621094,0.0,
2022-09-15,150.0021514892578,0.0,
2022-09-16,148.35812377929688,0.0,
2022-09-19,152.079345703125,0.0,
2022-09-20,154.46176147460938,0.0,
2022-09-21,151.3311767578125,0.0,
2022-09-22,150.3664093017578,0.0,
2022-09-23,148.09230041503906,0.0,
2022-09-26,148.427001953125,0.0,
2022-09-27,149.40162658691406,0.0,
2022-09-28,147.51145935058594,0.0,
2022-09-29,140.26583862304688,0.0,
2022-09-30,136.05235290527344,0.0,
2022-10-03,140.23631286621094,0.0,
2022-10-04,143.82958984375,0.0,
2022-10-05,144.12490844726562,0.0,
2022-10-06,143.17002868652344,0.0,
2022-10-07,137.91297912597656,0.0,
2022-10-10,138.23782348632812,0.0,
2022-10-11,136.8202362060547,0.0,
2022-10-12,136.190185546875,0.0,
2022-10-13,140.7678985595703,0.0,
2022-10-14,136.2295684814453,0.0,
2022-10-17,140.1969451904297,0.0,
2022-10-18,141.51611328125,0.0,
2022-10-19,141.62437438964844,0.0,
2022-10-20,141.16171264648438,0.0,
2022-10-21,144.98138427734375,0.0,
2022-10-24,147.1275177001953,0.0,
2022-10-25,149.9726104736328,0.0,
2022-10-26,147.02908325195312,0.0,
2022-10-27,142.54977416992188,0.0,
2022-10-28,153.31976318359375,0.0,
2022-10-31,150.9570770263672,0.0,
2022-11-01,148.30889892578125,0.0,
2022-11-02,142.77621459960938,0.0,
2022-11-03,136.72177124023438,0.0,
2022-11-04,136.45555114746094,0.0,
2022-11-07,136.98805236816406,0.0,
2022-11-08,137.5599822998047,0.0,
2022-11-09,132.99435424804688,0.0,
2022-11-10,144.82745361328125,0.0,
2022-11-11,147.6181182861328,0.0,
2022-11-14,146.21783447265625,0.0,
2022-11-15,147.95338439941406,0.0,
2022-11-16,146.72076416015625,0.0,
2022-11-17,148.62393188476562,0.0,
2022-11-18,149.18597412109375,0.0,
2022-11-21,145.95164489746094,0.0,
2022-11-22,148.09144592285156,0.0,
2022-11-23,148.9690399169922,0.0,
2022-11-25,146.05023193359375,0.0,
2022-11-28,142.21434020996094,0.0,
2022-11-29,139.2067413330078,0.0,
2022-11-30,145.97132873535156,0.0,
2022-12-01,146.24740600585938,0.0,
2022-12-02,145.75440979003906,0.0,
2022-12-05,144.59080505371094,0.0,
2022-12-06,140.9225311279297,0.0,
2022-12-07,138.9799346923828,0.0,
2022-12-08,140.66615295410156,0.0,
2022-12-09,140.18296813964844,0.0,
2022-12-12,142.48057556152344,0.0,
2022-12-13,143.4469451904297,0.0,
2022-12-14,141.21839904785156,0.0,
2022-12-15,134.60169982910156,0.0,
2022-12-16,132.6393585205078,0.0,
2022-12-19,130.5291290283203,0.0,
2022-12-20,130.46009826660156,0.0,
2022-12-21,133.56626892089844,0.0,
2022-12-22,130.3910675048828,0.0,
2022-12-23,130.02622985839844,0.0,
2022-12-27,128.2216796875,0.0,
2022-12-28,124.28717041015625,0.0,
2022-12-29,127.8074951171875,0.0,
2022-12-30,128.12306213378906,0.0,
2023-01-03,123.33064270019531,0.0,
2023-01-04,124.60270690917969,0.0,
2023-01-05,123.28134155273438,0.0,
2023-01-06,127.81736755371094,0.0,
2023-01-09,128.33998107910156,0.0,
2023-01-10,128.9119110107422,0.0,
2023-01-11,131.63357543945312,0.0,
2023-01-12,131.55467224121094,0.0,
2023-01-13,132.8858642578125,0.0,
2023-01-17,134.04949951171875,0.0,
2023-01-18,133.3296661376953,0.0,
2023-01-19,133.38876342773438,0.0,
2023-01-20,135.95260620117188,0.0,
2023-01-23,139.14759826660156,0.0,
2023-01-24,140.54783630371094,0.0,
2023-01-25,139.88714599609375,0.0,
2023-01-26,141.95797729492188,0.0,
2023-01-27,143.90054321289062,0.0,
2023-01-30,141.0113067626953,0.0,
2023-01-31,142.28335571289062,0.0,
2023-02-01,143.40753173828125,0.0,
2023-02-02,148.72254943847656,0.0,
2023-02-03,152.351318359375,0.0,
2023-02-06,149.61990356445312,0.0,
2023-02-07,152.49929809570312,0.0,
2023-02-08,149.80722045898438,0.0,
2023-02-09,148.77183532714844,0.0,
2023-02-10,149.1372528076172,0.0,
2023-02-13,151.94204711914062,0.0,
2023-02-14,151.3000946044922,0.0,
2023-02-15,153.40367126464844,0.0,
2023-02-16,151.8037872314453,0.0,
2023-02-17,150.65817260742188,0.0,
2023-02-21,146.6386260986328,0.0,
2023-02-22,147.0632781982422,0.0,
2023-02-23,147.54721069335938,0.0,
2023-02-24,144.8905792236328,0.0,
2023-02-27,146.08558654785156,0.0,
2023-02-28,145.5819091796875,0.0,
2023-03-01,143.5079345703125,0.0,
2023-03-02,144.10049438476562,0.0,
2023-03-03,149.1570281982422,0.0,
2023-03-06,151.9222869873047,0.0,
2023-03-07,149.71995544433594,0.0,
2023-03-08,150.9741973876953,0.0,
2023-03-09,148.7224578857422,0.0,
2023-03-10,146.6584014892578,0.0,
2023-03-13,148.60394287109375,0.0,
2023-03-14,150.6976776123047,0.0,
2023-03-15,151.0927276611328,0.0,
2023-03-16,153.917236328125,0.0,
2023-03-17,153.0777587890625,0.0,
2023-03-20,155.44801330566406,0.0,
2023-03-21,157.30471801757812,0.0,
2023-03-22,155.8726806640625,0.0,
2023-03-23,156.95901489257812,0.0,
2023-03-24,158.26266479492188,0.0,
2023-03-27,156.31707763671875,0.0,
2023-03-28,155.69491577148438,0.0,
2023-03-29,158.77622985839844,0.0,
2023-03-30,160.34649658203125,0.0,
2023-03-31,162.8550262451172,0.0,
2023-04-03,164.1092529296875,0.0,
2023-04-04,163.57595825195312,0.0,
2023-04-05,161.7291259765625,0.0,
2023-04-06,162.61801147460938,0.0,
2023-04-10,160.02056884765625,0.0,
2023-04-11,158.80584716796875,0.0,
2023-04-12,158.1145477294922,0.0,
2023-04-13,163.50682067871094,0.0,
2023-04-14,163.1611785888672,0.0,
2023-04-17,163.180908203125,0.0,
2023-04-18,164.40553283691406,0.0,
2023-04-19,165.5511474609375,0.0,
2023-04-20,164.58331298828125,0.0,
2023-04-21,162.97354125976562,0.0,
2023-04-24,163.2796630859375,0.0,
2023-04-25,161.73899841308594,0.0,
2023-04-26,161.7291259765625,0.0,
2023-04-27,166.3214874267578,0.0,
2023-04-28,167.57569885253906,0.0,
2023-05-01,167.48684692382812,0.0,
2023-05-02,166.44984436035156,0.0,
2023-05-03,165.37339782714844,0.0,
2023-05-04,163.73397827148438,0.0,
2023-05-05,171.41749572753906,0.0,
2023-05-08,171.34832763671875,0.0,
2023-05-09,169.6398162841797,0.0,
2023-05-10,171.40762329101562,0.0,
2023-05-11,171.59527587890625,0.0,
2023-05-12,170.66561889648438,0.0,
2023-05-15,170.17112731933594,0.0,
2023-05-16,170.17112731933594,0.0,
2023-05-17,170.7843017578125,0.0,
2023-05-18,173.1182403564453,0.0,
2023-05-19,173.22703552246094,0.0,
2023-05-22,172.2776336669922,0.0,
2023-05-23,169.666748046875,0.0,
2023-05-24,169.9436492919922,0.0,
2023-05-25,171.08099365234375,0.0,
2023-05-26,173.49404907226562,0.0,
2023-05-30,175.34339904785156,0.0,
2023-05-31,175.2939910888672,0.0,
2023-06-01,178.10263061523438,0.0,
2023-06-02,178.95314025878906,0.0,
2023-06-05,177.5982666015625,0.0,
2023-06-06,177.2323760986328,0.0,
2023-06-07,175.85769653320312,0.0,
2023-06-08,178.57736206054688,0.0,
2023-06-09,178.96304321289062,0.0,
2023-06-12,181.76177978515625,0.0,
2023-06-13,181.28709411621094,0.0,
2023-06-14,181.92001342773438,0.0,
2023-06-15,183.9573211669922,0.0,
2023-06-16,182.8793182373047,0.0,
2023-06-20,182.96832275390625,0.0,
2023-06-21,181.929931640625,0.0,
2023-06-22,184.93637084960938,0.0,
2023-06-23,184.61988830566406,0.0,
2023-06-26,183.22547912597656,0.0,
2023-06-27,185.98471069335938,0.0,
2023-06-28,187.16156005859375,0.0,
2023-06-29,187.49778747558594,0.0,
2023-06-30,191.8294677734375,0.0,
2023-07-03,190.3361053466797,0.0,
2023-07-05,189.2185821533203,0.0,
2023-07-06,189.69329833984375,0.0,
2023-07-07,188.5757598876953,0.0,
2023-07-10,186.52862548828125,0.0,
2023-07-11,186.00445556640625,0.0,
2023-07-12,187.67579650878906,0.0,
2023-07-13,188.4373016357422,0.0,
2023-07-14,188.58566284179688,0.0,
2023-07-17,191.84925842285156,0.0,
2023-07-18,191.5920867919922,0.0,
2023-07-19,192.94700622558594,0.0,
2023-07-20,190.9987335205078,0.0,
2023-07-21,189.82186889648438,0.0,
2023-07-24,190.6229248046875,0.0,
2023-07-25,191.48330688476562,0.0,
2023-07-26,192.3535919189453,0.0,
2023-07-27,191.08773803710938,0.0,
2023-07-28,193.66893005371094,0.0,
2023-07-31,194.28207397460938,0.0,
2023-08-01,193.45138549804688,0.0,
2023-08-02,190.45480346679688,0.0,
2023-08-03,189.06031799316406,0.0,
2023-08-04,179.98167419433594,0.0,
2023-08-07,176.87632751464844,0.0,
2023-08-08,177.8158416748047,0.0,
2023-08-09,176.22361755371094,0.0,
2023-08-10,176.00601196289062,0.0,
2023-08-11,176.0654296875,0.0,
2023-08-14,177.71925354003906,0.0,
2023-08-15,175.72874450683594,0.0,
2023-08-16,174.85728454589844,0.0,
2023-08-17,172.3122100830078,0.0,
2023-08-18,172.79747009277344,0.0,
2023-08-21,174.13436889648438,0.0,
2023-08-22,175.51087951660156,0.0,
2023-08-23,179.36314392089844,0.0,
2023-08-24,174.6691436767578,0.0,
2023-08-25,176.87750244140625,0.0,
2023-08-28,178.4421844482422,0.0,
2023-08-29,182.3340301513672,0.0,
2023-08-30,185.82981872558594,0.0,
2023-08-31,186.04766845703125,0.0,
2023-09-01,187.62225341796875,0.0,
2023-09-05,187.8599090576172,0.0,
2023-09-06,181.13577270507812,0.0,
2023-09-07,175.83766174316406,0.0,
2023-09-08,176.45167541503906,0.0,
2023-09-11,177.62020874023438,0.0,
2023-09-12,174.5899200439453,0.0,
2023-09-13,172.52020263671875,0.0,
2023-09-14,174.03533935546875,0.0,
2023-09-15,173.31240844726562,0.0,
2023-09-18,176.24368286132812,0.0,
2023-09-19,177.3330535888672,0.0,
2023-09-20,173.7877960205078,0.0,
2023-09-21,172.24288940429688,0.0,
2023-09-22,173.0945587158203,0.0,
2023-09-25,174.3720245361328,0.0,
2023-09-26,170.29202270507812,0.0,
2023-09-27,168.77682495117188,0.0,
2023-09-28,169.03433227539062,0.0,
2023-09-29,169.54925537109375,0.0,
2023-10-02,172.0646514892578,0.0,
2023-10-03,170.72772216796875,0.0,
2023-10-04,171.97547912597656,0.0,
2023-10-05,173.21340942382812,0.0,
2023-10-06,175.76837158203125,0.0,
2023-10-09,177.25381469726562,0.0,
2023-10-10,176.65963745117188,0.0,
2023-10-11,178.0559539794922,0.0,
2023-10-12,178.9571533203125,0.0,
2023-10-13,177.11517333984375,0.0,
2023-10-16,176.9864501953125,0.0,
2023-10-17,175.43162536621094,0.0,
2023-10-18,174.13436889648438,0.0,
2023-10-19,173.758056640625,0.0,
2023-10-20,171.2030792236328,0.0,
2023-10-23,171.3218994140625,0.0,
2023-10-24,171.75765991210938,0.0,
2023-10-25,169.44033813476562,0.0,
2023-10-26,165.27117919921875,0.0,
2023-10-27,166.58827209472656,0.0,
2023-10-30,168.63819885253906,0.0,
2023-10-31,169.1135711669922,0.0,
2023-11-01,172.28250122070312,0.0,
2023-11-02,175.8476104736328,0.0,
2023-11-03,174.93650817871094,0.0,
2023-11-06,177.49147033691406,0.0,
2023-11-07,180.05638122558594,0.0,
2023-11-08,181.11598205566406,0.0,
2023-11-09,180.64064025878906,0.0,
2023-11-10,184.83511352539062,0.0,
2023-11-13,183.24856567382812,0.0,
2023-11-14,185.86639404296875,0.0,
2023-11-15,186.4315948486328,0.0,
2023-11-16,188.11734008789062,0.0,
2023-11-17,188.0974884033203,0.0,
2023-11-20,189.84271240234375,0.0,
2023-11-21,189.0395050048828,0.0,
2023-11-22,189.7039031982422,0.0,
2023-11-24,188.37515258789062,0.0,
2023-11-27,188.1966552734375,0.0,
2023-11-28,188.80152893066406,0.0,
2023-11-29,187.78021240234375,0.0,
2023-11-30,188.35533142089844,0.0,
2023-12-01,189.63449096679688,0.0,
2023-12-04,187.83969116210938,0.0,
2023-12-05,191.79617309570312,0.0,
2023-12-06,190.7054443359375,0.0,
2023-12-07,192.63905334472656,0.0,
2023-12-08,194.0669708251953,0.0,
2023-12-11,191.5582275390625,0.0,
2023-12-12,193.0753631591797,0.0,
2023-12-13,196.29808044433594,0.0,
2023-12-14,196.44680786132812,0.0,
2023-12-15,195.91134643554688,0.0,
2023-12-18,194.24546813964844,0.0,
2023-12-19,195.28665161132812,0.0,
2023-12-20,193.19435119628906,0.0,
2023-12-21,193.04559326171875,0.0,
2023-12-22,191.97467041015625,0.0,
2023-12-26,191.42930603027344,0.0,
2023-12-27,191.52845764160156,0.0,
2023-12-28,191.95484924316406,0.0,
2023-12-29,190.91366577148438,0.0,
2024-01-01,,,167.13589460787898
2024-01-02,,,167.13589460787898
2024-01-03,,,167.13589460787898
2024-01-04,,,167.13589460787898
2024-01-05,,,167.13589460787898
2024-01-08,,,167.13589460787898
2024-01-09,,,167.13589460787898
2024-01-10,,,167.13589460787898
2024-01-11,,,167.13589460787898
2024-01-12,,,167.13589460787898
2024-01-15,,,167.13589460787898
2024-01-16,,,167.13589460787898
2024-01-17,,,167.13589460787898
2024-01-18,,,167.13589460787898
2024-01-19,,,167.13589460787898
2024-01-22,,,167.13589460787898
2024-01-23,,,167.13589460787898
2024-01-24,,,167.13589460787898
2024-01-25,,,167.13589460787898
2024-01-26,,,167.13589460787898
2024-01-29,,,167.13589460787898
2024-01-30,,,167.13589460787898
2024-01-31,,,167.13589460787898
2024-02-01,,,167.13589460787898
2024-02-02,,,167.13589460787898
2024-02-05,,,167.13589460787898
2024-02-06,,,167.13589460787898
2024-02-07,,,167.13589460787898
2024-02-08,,,167.13589460787898
2024-02-09,,,167.13589460787898
